"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT","GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT",492,0.274444926970138,1.83917041876779,2.06231572433017e-09,1.64325316914628e-05,1.4101897837104e-05,5387,"tags=47%, list=33%, signal=32%","DPP6/YWHAE/PRKCE/KCNQ1/ANO6/NALCN/PLCG2/CLCN1/TWIST1/NTSR1/PRKD1/RNF207/PRKACA/ANK2/SLC31A2/SHISA6/ASIC2/TMC2/PRKAG2/KCNS2/P2RX1/KCNAB1/CTTNBP2NL/KCNMA1/CACNB2/KCNN4/KCNH8/HECW1/OPN3/DPP10/KCNIP1/IRS1/F2RL3/CYBA/VDAC1/CACNA2D3/GRB10/SLC30A1/CACNA1B/INSR/RYR2/COMMD1/STIM2/KCNK13/BIN1/KCNG4/CACNA1S/CLTCL1/CACNA2D1/CASQ1/SIRT6/KCNQ5/OAZ2/PTAFR/EDN3/KCNK15/OCLN/KCNJ12/STAC/STXBP3/KCNU1/NLGN1/RASGRF2/KCNC2/BCL2/KCNG2/ALG10B/JPH3/CACNG3/SCN9A/CAV3/KCNA6/ATP1A2/LYN/CAMK2D/ADRA2A/SLN/KCNIP4/KCNS3/ABCC8/KCNS1/CACNB4/JSRP1/OAZ1/FGF12/EHD3/NETO2/MEF2C/HAP1/UBASH3B/TSPAN13/TRPM5/OXSR1/KCNH1/AHCYL1/PID1/MINK1/KCNB1/CNKSR3/PTK2B/CRBN/CACNB1/AGT/RTN2/KCNK12/ACE/ACE/KCNAB2/PRKCB/PDE4D/PLA2G6/CATSPER3/KCNK10/BAX/PEA15/CACNG8/PRNP/STAC2/FABP5/NEDD4/TRDN/SLC8A1/UBQLN1/KCNJ5/KCNJ10/METTL21C/PRRT1/OPRM1/APP/OSTN/RAMP3/GSG1L/FKBP1A/HK2/CHRM3/RPS6KB1/TRIB3/KCNJ6/SUMO1/XCL1/P2RX7/SCN5A/KCNB2/FGF11/SCN7A/CACNA1A/KCNF1/GALR2/PIK3CG/SHANK3/CATSPER4/AMIGO1/ZMPSTE24/CACNG6/JPH2/EDNRA/EPHB2/KLF15/FGF14/SESTD1/GSK3A/WWP2/ITGB1/PER2/KCNA1/KCNH5/AKT1/CNIH3/CAPN3/AKAP6/ADRB2/KCNJ9/STAC3/MMP9/PCSK9/KCNE4/STIM1/IFNGR2/KCNIP2/TREM2/GNB5/LEP/KCNQ2/PDE4B/KCNQ3/GPR35/SLC43A2/KCNA5/ANK3/LIME1/TESC/RIPK1/NOS1/KCNC4/PIK3R1/DLG4/FFAR4/FXYD6/TRPC6/CLCN2/CAPN10/VAMP2/LRRC38/CRHR1/KCNA2/RHOQ/SCN3B/PSEN1/SCN4A/MAPK14/KCND2/CREBL2/KCNA3/DAPK1/SORBS1/SHISA7/CLIP3/C3/MAPK8IP2/PLCG1/PTPN6/PHB2/RGS7/GPR89B/MYC/CHD7/GJA5/KCNG3/TMEM38B/KCNJ8/F2"
"GOBP_CELL_JUNCTION_ASSEMBLY","GOBP_CELL_JUNCTION_ASSEMBLY",375,0.290969071993531,1.90921277664307,4.33778635932833e-09,1.7281740855564e-05,1.48306632579983e-05,5351,"tags=47%, list=33%, signal=33%","FMN1/CNTNAP2/PTPRD/SDK1/DSCAM/PLXND1/ERBB4/PTPRK/SDK2/NRG1/PRKACA/ANK2/BSN/ASIC2/LINGO2/NPHP4/CTNND2/CLASP2/MARVELD2/PKP4/LDB1/ROBO2/NRP1/PARD3/CNTN5/KIRREL3/ADD2/GREM1/SMAD3/NEGR1/GPC6/TESK2/DLC1/EFNA5/THBS2/CDH9/FARP1/CBLN2/LRRTM3/HDAC7/PKP3/NTN1/DSG1/PRKCA/PDLIM5/TEK/CDH22/OXT/TJP1/VCL/DNER/SETD5/CUX2/OCLN/FLRT2/DNM3/ACVRL1/WDPCP/CDHR3/LRTM2/DCHS1/NLGN1/SHANK2/BCL2/SEMA4D/GABRB3/PCLO/CD9/NRXN1/FLRT3/CLSTN2/CLDN15/ZDHHC12/GAP43/CDH12/GJA4/DAPK3/MEF2C/MPP7/GRHL2/SNAI1/CLDN18/CTNNA1/AMIGO3/PTK2B/CRB3/AGT/CLDN6/ACE/ACE/CORO1C/IRX3/PIP5K1C/FAM107A/TLN1/LRRC4B/ZNF703/CLDN20/PTPRO/AGRN/PAK2/CLDN11/CDH20/LSR/LIMCH1/CDH6/APP/PKP2/TBX5/RAB17/FLOT1/PIP5K1A/SFRP1/EEF2K/HEG1/ITGA2/CDH8/EPHB3/LRFN5/MMP14/SHANK3/AMIGO1/CLDN12/SLITRK5/EPHB2/CAPZA1/ACHE/DBNL/MDGA1/ST8SIA2/STAU2/CRKL/CLDN23/CDH18/CLDN9/GRID2/PTEN/AMIGO2/CTTN/PARD6B/EFNB2/TRPV4/OXTR/SLITRK6/SEMA4A/CLDN10/SH3BP1/OCEL1/MYO1C/MACF1/RAPGEF2/MICALL2/CLDN19/LHFPL4/LRFN4/NPHP1/ACTN1/SDCBP/LRRTM1/LRRC24/MARVELD3/ITGA6/CTNNB1/EPB41L5/LGI2/TLN2/ARHGEF7/POLDIP2/SORBS1/CLDN14/PRKCH/NTRK3/FRMPD2/SRC/APOD/IGFN1/GJA5/LIMS1"
"GOCC_NEURON_TO_NEURON_SYNAPSE","GOCC_NEURON_TO_NEURON_SYNAPSE",314,0.303143992695709,1.95337562204241,1.54461818022764e-08,4.10250588668461e-05,3.52064550833641e-05,6302,"tags=55%, list=39%, signal=35%","SORCS2/PSD3/PRKAR1B/PTPRD/MAGI2/NCS1/GRM7/NTSR1/ERBB4/DLGAP1/SYT1/SHISA6/BSN/DCLK1/CTNND2/NCK2/PKP4/GRIK2/DLGAP2/LRRC7/TNIK/GRID1/PPP1R9A/ADD2/SLC4A8/RAPGEF4/KALRN/SLC30A1/ADD1/LRRTM3/GRIA1/RHEB/P2RX6/RTN4/PDLIM5/DCC/SYT7/ADORA1/ADAM22/PRKCZ/IQSEC1/ATP2B2/ARHGAP32/DNM3/TMEM108/DLGAP3/P2RX3/NLGN1/SHANK2/PTPRS/CACNG3/PCLO/RPL30/DLG2/LYN/FLRT3/CLSTN2/ADRA2A/BAALC/GAP43/SPTBN1/ITPR1/BAIAP2/DISC1/NETO2/ITGA8/GRIP1/EFNB3/EPS8/SYN3/KCNH1/MINK1/DGKI/PTK2B/SRCIN1/RPL38/LRRC4B/LRRC4C/NEURL1/CACNG8/PRNP/PTPRO/FABP5/PAK2/SLC8A1/SORCS3/ABHD17B/RPL14/PRRT1/IQSEC3/SYT9/GSG1L/EEF2K/CABP1/MTMR2/RPL12/NSMF/CPEB1/TANC1/LRFN5/ZDHHC2/ADCY8/SLC8A2/SHANK3/CPEB4/GRIK5/DBNL/RNF10/ANKS1B/GRID2/BMPR2/SH3GL3/P2RY1/EFNB2/DROSHA/HIP1R/ADCY1/ADORA2A/STX1A/MT3/SYNPO/RNF19A/PDE4B/PLEKHA5/PPP1R9B/NOS1/SLC30A3/PALM/DLG4/SAMD14/ABHD17C/RPS18/LRFN4/MYD88/CTNNB1/KCND2/BCL11A/GRIK4/SHISA7/P2RX4/MAPK8IP2/SRC/PHB2/RGS9/LIN7A/GRIA2/FXR1/GRIN2A/TSC2/SPOCK1/DBN1/SLC6A9/NRCAM/AKAP7/HOMER1/EPHA4/NETO1/CAMK2A/GIT1/LZTS3/NRGN/MIB1/LRP8/CADM1/HOMER2/ARHGAP44/KLHL17/MAP1B/CLSTN3/ABI3/SYT11/PICK1/AKAP9/AKAP5"
"GOBP_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT","GOBP_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT",414,0.274147800664416,1.81164595989371,3.8349444668401e-08,7.63920937794548e-05,6.55573664647192e-05,5670,"tags=48%, list=35%, signal=32%","DPP6/YWHAE/PRKCE/KCNQ1/ANO6/NALCN/PLCG2/CLCN1/TWIST1/NTSR1/PRKD1/RNF207/PRKACA/ANK2/SLC31A2/SHISA6/ASIC2/TMC2/KCNS2/P2RX1/KCNAB1/KCNMA1/CACNB2/KCNN4/KCNH8/HECW1/DPP10/KCNIP1/F2RL3/CYBA/VDAC1/CACNA2D3/SLC30A1/CACNA1B/RYR2/COMMD1/STIM2/KCNK13/BIN1/KCNG4/CACNA1S/CACNA2D1/CASQ1/KCNQ5/PTAFR/EDN3/KCNK15/KCNJ12/STAC/KCNU1/NLGN1/RASGRF2/KCNC2/KCNG2/ALG10B/JPH3/CACNG3/SCN9A/CAV3/KCNA6/ATP1A2/LYN/CAMK2D/ADRA2A/SLN/KCNIP4/KCNS3/ABCC8/KCNS1/CACNB4/JSRP1/FGF12/EHD3/NETO2/MEF2C/HAP1/UBASH3B/TSPAN13/TRPM5/OXSR1/KCNH1/AHCYL1/MINK1/KCNB1/CNKSR3/PTK2B/CRBN/CACNB1/AGT/KCNK12/KCNAB2/PDE4D/PLA2G6/CATSPER3/KCNK10/BAX/CACNG8/PRNP/STAC2/NEDD4/TRDN/SLC8A1/UBQLN1/KCNJ5/KCNJ10/METTL21C/PRRT1/OPRM1/APP/RAMP3/GSG1L/FKBP1A/CHRM3/KCNJ6/SUMO1/XCL1/P2RX7/SCN5A/KCNB2/FGF11/SCN7A/CACNA1A/KCNF1/GALR2/PIK3CG/SHANK3/CATSPER4/AMIGO1/ZMPSTE24/CACNG6/JPH2/EDNRA/EPHB2/FGF14/SESTD1/WWP2/ITGB1/PER2/KCNA1/KCNH5/CNIH3/CAPN3/AKAP6/ADRB2/KCNJ9/STAC3/MMP9/PCSK9/KCNE4/STIM1/IFNGR2/KCNIP2/TREM2/GNB5/KCNQ2/PDE4B/KCNQ3/GPR35/SLC43A2/KCNA5/ANK3/LIME1/TESC/RIPK1/NOS1/KCNC4/DLG4/FXYD6/TRPC6/CLCN2/VAMP2/LRRC38/CRHR1/KCNA2/SCN3B/PSEN1/SCN4A/KCND2/KCNA3/DAPK1/SHISA7/MAPK8IP2/PLCG1/PTPN6/PHB2/RGS7/GPR89B/CHD7/GJA5/KCNG3/TMEM38B/KCNJ8/F2/PPIF/NPSR1/JPH1/SLC6A9/GEM/HOMER1/GJC2/NETO1"
"GOMF_GATED_CHANNEL_ACTIVITY","GOMF_GATED_CHANNEL_ACTIVITY",309,0.293172857797655,1.88798020396529,7.60289802259483e-08,0.000121159782888071,0.000103975632746897,6199,"tags=54%, list=38%, signal=34%","GABRG3/KCNQ1/ANO6/NALCN/CLCN1/NCS1/KCNMB2/RYR3/ANO1/CHRND/ASIC2/TMC2/ABCC9/GRIK2/KCNS2/P2RX1/KCNAB1/KCNMA1/CACNB2/TTYH1/CHRNA9/KCNN4/KCNH8/GRID1/KCNN3/KCNIP1/VDAC1/CACNA2D3/CHRNG/CACNA1B/TRPM4/RYR2/TMC5/TRPM3/HCN2/PIEZO2/GRIA1/P2RX6/HCN1/KCNK13/KCNG4/CACNA1S/CACNA2D1/GLRA3/SNAP25/KCNQ5/KCNK15/GRIA4/KCNJ12/TMEM63C/P2RX3/ANO3/KCNU1/SLC17A3/KCNC2/TTYH3/KCNG2/GABRB3/ITPR3/CACNG3/SCN9A/TMEM63B/KCNA6/SCNN1B/KCNIP4/KCNS3/ANO4/ITPR1/ABCC8/KCNS1/CACNB4/ZACN/TTYH2/TRPM5/KCNH1/KCNB1/PTK2B/CACNB1/KCNK12/KCNAB2/TMC3/KCNT1/CATSPER3/KCNK10/TRPV1/CACNG8/GABRR2/CHRNA7/CNGA4/KCNJ5/KCNJ10/KCNK18/CNGB1/OPRM1/GRIN3B/KCNJ6/P2RX7/SCN5A/KCNB2/SCN7A/CACNA1A/KCNF1/CLCN7/CATSPER4/CACNG6/CNR1/GRIK5/KCNN1/P2RX5/GABRD/CHRNB1/KCNA1/CHRNE/KCNH5/GRID2/CLCN3/TRPV4/KCNJ9/KCNE4/CHRNA2/KCNIP2/GABRA6/ANO2/KCNQ2/KCNQ3/KCNA5/KCNC4/PIEZO1/CLCN2/LRRC38/KCNA2/SCN3B/SCN4A/GABRG1/CACHD1/KCND2/KCNA3/GABRP/GRIK4/RYR1/P2RX4/GPR89B/KCNG3/KCNJ8/GRIA2/GRIN2A/CHRNA4/ANO8/KCNK2/KCNMB4/TMEM150C/ANXA6/ANO9/KCNA7/GABRB1/VDAC2/KCNG1/CACNA1D/KCNJ4/CACNA1H/CALHM3/KCNC3/GLRB/TMC6/TMC8/GABRG2"
"GOBP_REGULATION_OF_METAL_ION_TRANSPORT","GOBP_REGULATION_OF_METAL_ION_TRANSPORT",345,0.283551399013802,1.8429894468507,1.35947462494169e-07,0.000180538230192256,0.000154932406379319,6682,"tags=56%, list=41%, signal=34%","DPP6/YWHAE/PRKCE/NKAIN2/KCNQ1/ANO6/ATP2C2/PLCG2/CXCL12/NTSR1/PRKD1/RNF207/PRKACA/ANK2/SLC31A2/TMC2/KCNS2/P2RX1/KCNAB1/CACNB2/KCNN4/HECW1/DPP10/KCNIP1/F2RL3/CYBA/VDAC1/SLC30A1/RYR2/COMMD1/STIM2/BIN1/ADORA1/CACNA2D1/CASQ1/EDN3/NKX2-5/STAC/P2RX3/KCNC2/BCL2/ALG10B/JPH3/CAV3/ATP1A2/LYN/CAMK2D/ADRA2A/VIP/SLN/KCNIP4/ABCC8/KCNS1/CACNB4/JSRP1/FGF12/TRPV3/EHD3/NETO2/LILRB2/MYLK/HAP1/UBASH3B/TSPAN13/OXSR1/AHCYL1/MCHR1/CNKSR3/PTK2B/CRBN/CACNB1/AGT/ACE/ACE/KCNAB2/PML/PDE4D/PLA2G6/BAX/EGF/NKAIN4/CASR/PRNP/STAC2/NEDD4/TRDN/WFS1/SLC8A1/LILRB1/UBQLN1/METTL21C/GRIN3B/PKP2/RAMP3/PDGFRB/FKBP1A/SUMO1/XCL1/P2RX7/SCN5A/FGF11/SPTBN4/GALR2/PIK3CG/AMIGO1/EFHB/CD4/CACNG6/JPH2/FGF14/P2RX5/SESTD1/WWP2/ITGB1/KCNA1/RCVRN/AKT1/CAPN3/SLC30A10/AKAP6/ADRB2/SPINK1/GCK/STAC3/ADORA2A/PCSK9/KCNE4/TRPC3/ADCYAP1R1/STIM1/KCNIP2/TREM2/GNB5/PDE4B/GPR35/KCNA5/ANK3/LIME1/TESC/PER1/TF/NOS1/CD84/FXYD6/TRPC6/VAMP2/LILRA5/LRRC38/CRHR1/SCN3B/NKAIN3/CTNNB1/BAK1/P2RX4/PLCG1/PTPN6/RGS7/CHD7/TMEM38B/F2/ATP2B1/NPSR1/JPH1/SLC6A9/GEM/HOMER1/GJC2/NETO1/CAMK2A/SNCA/HOMER2/RANGRF/SLMAP/KCNG1/CACNA1D/AHNAK/CAMK2B/AKAP9/OPRK1/YWHAH/NOS1AP/GRM6/ACTN2/ATP2A1/CHP1/CD33/KCNIP3/LILRA2/ATF4/JAK3/GPER1/DIAPH1/CD19/NEDD4L"
"GOBP_NEURON_RECOGNITION","GOBP_NEURON_RECOGNITION",49,0.487330560953281,2.45820300977849,2.24676800640626e-07,0.00025104858760202,0.0002154422459658,3574,"tags=55%, list=22%, signal=43%","CNTN4/CNTNAP2/NTM/SEMA5A/OPCML/DSCAM/BSG/ROBO2/NRP1/NDN/RTN4/DSCAML1/CNTN6/GAP43/MEGF8/NCAM2/TNN/EFNB3/APP/IGSF9/EPHB3/TNFRSF21/AMIGO1/CNR1/ROBO3/ROBO4/EPHB2"
"GOCC_SYNAPTIC_MEMBRANE","GOCC_SYNAPTIC_MEMBRANE",334,0.282093568802562,1.828607010261,2.52056814861466e-07,0.00025104858760202,0.0002154422459658,6376,"tags=54%, list=39%, signal=34%","SORCS2/GABRG3/SYNE1/IGSF21/PTPRD/DGKB/UNC13C/GRM7/ERBB4/SYT1/ANK2/CHRND/SHISA6/LRRTM4/GABBR2/GRIK2/P2RX1/NRP1/KCNMA1/CHRNA9/CNTN5/GRID1/COL13A1/SLC4A8/CHRNG/SLC30A1/FARP1/LRRTM3/GRIA1/P2RX6/CHRM2/DCC/TENM2/SYT7/NRP2/SHC4/ZDHHC17/ADORA1/ADAM22/ATP2B2/GLRA3/SNAP25/CNTN6/GRIA4/DNM3/STXBP1/P2RX3/NLGN1/SHANK2/PTPRS/KCNC2/GABRB3/CACNG3/DLG2/NRXN1/FLRT3/CLSTN2/ADRA2A/RIMS4/TMEM240/ADRA1A/BAIAP2/ITGA8/GRIP1/EFNB3/KCNH1/KCNB1/DNM1/DGKI/CNTNAP4/LRRC4B/TRPV1/LRRC4C/CACNG8/PTPRO/DDN/SLC8A1/GABRR2/CHRNA7/SORCS3/NDUFS7/GRM2/PI4K2A/PI4K2A/ABHD17B/PRRT1/OPRM1/GRIN3B/IQSEC3/GSG1L/CHRM3/MTMR2/CDH8/LRFN5/KCTD8/UNC13B/HIP1/ADCY8/SHANK3/ITSN2/CNR1/EPHB2/GRIK5/DBNL/GABRD/RNF10/CHRNB1/ITGB1/KCNA1/CRKL/CHRNE/GRID2/CNIH3/P2RY1/CLCN3/EFNB2/HIP1R/KCNJ9/ADCY1/ADORA2A/STX11/CHRNA2/STX1A/GABRA6/SLC6A5/ANK3/ATAD1/PPP1R9B/DLG4/ABHD17C/FXYD6/LHFPL4/LRFN4/KCNA2/LRRTM1/PSEN1/GABRG1/CTNNB1/KCND2/ENO2/SLC6A11/KCNA3/ADAM23/GABRP/GRIK4/SHISA7/NTRK3/ZNRF2/NINJ1/RGS9/LIN7A/SLC6A6/GRIA2/GRIN2A/CHRNA4/ATP2B1/DBN1/SLC6A9/NRCAM/EPHA4/NETO1/SLC6A1/NRGN/RIMS1/EXOC3/PTPRA/GABRB1/ITSN1/KCNJ4/KCNC3/GLRB/CLSTN3/SYT11/GABRG2/PICK1/AKAP9/NCSTN/OPRK1/SSPN/OTOF/GAD2"
"GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY","GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY",145,0.351670292827885,2.117165205992,5.23631292612846e-07,0.000463588237726573,0.00039783729553369,4753,"tags=52%, list=29%, signal=37%","KCNQ1/PLCG2/NTSR1/RNF207/PRKACA/ANK2/SHISA6/KCNS2/KCNAB1/CACNB2/STIM2/CACNA2D1/CASQ1/STAC/NLGN1/RASGRF2/KCNC2/ALG10B/JPH3/CACNG3/CAMK2D/ABCC8/KCNS1/CACNB4/JSRP1/FGF12/EHD3/NETO2/MEF2C/HAP1/MINK1/PTK2B/CRBN/CACNB1/PDE4D/PLA2G6/CACNG8/STAC2/TRDN/UBQLN1/PRRT1/OPRM1/APP/GSG1L/FKBP1A/SUMO1/FGF11/GALR2/SHANK3/AMIGO1/JPH2/EDNRA/EPHB2/FGF14/ITGB1/KCNA1/CNIH3/AKAP6/ADRB2/STAC3/MMP9/KCNE4/STIM1/IFNGR2/KCNIP2/TREM2/GNB5/PDE4B/GPR35/ANK3/NOS1/DLG4/VAMP2/LRRC38/CRHR1"
"GOBP_NEURON_PROJECTION_GUIDANCE","GOBP_NEURON_PROJECTION_GUIDANCE",217,0.313514803929763,1.96868593828474,6.00258681814912e-07,0.000478286117670122,0.000410450568112597,4219,"tags=42%, list=26%, signal=31%","CNTN4/NRXN3/PLXNA4/SEMA5A/CDH4/CXCL12/DSCAM/PLXND1/SLIT2/SLIT3/BSG/CYFIP1/SEMA3D/EFNA2/UNC5C/ROBO2/NRP1/LRTM1/VASP/CNTN5/BCL11B/EFNA5/KALRN/NFIB/MYCBP2/DLX5/NTN1/LAMA1/DSCAML1/DCC/NRP2/BOC/LAMC2/EDN3/SMAD4/FLRT2/CNTN6/PRKCQ/RPS6KA5/LRTM2/EPHA8/SEMA6A/SEMA4D/NCAM1/NRXN1/FLRT3/FOXD1/GAP43/MEGF8/GLI3/ALCAM/TRIO/EPHA6/EFNB3/TMEFF1/YTHDF1/SEMA7A/PTPRO/BMP7/TNR/CHL1/CRMP1/CHN1/NOG/DRGX/SEMA3E/APP/ATOH1/LHX4/IGSF9/EPHB3/LAMA2/FZD3/LYPLA2/POU4F3/GATA3/ROBO3/ROBO4/EDNRA/EPHB2/LMX1A/PLXNA1/BMPR2/GBX1/TTC8/EFNB2/ECE1/FOXG1/SEMA4A/RHOH/PLXNA2"
